,cluster,y,x,E,size
3912,008975_B,2.0,3.0,28619.0,5.0
3913,011813_F,91.0,41.0,3559457.0,634.0
3914,011656_A,6.0,6.0,138416.0,29.0
3915,001270_E,6.0,10.0,436448.0,44.0
3916,002782_E,7.0,39.0,933895.0,153.0
3917,002736_A,36.0,8.0,876382.0,145.0
3918,008897_H,13.0,26.0,983105.0,123.0
3919,001686_B,19.0,12.0,964790.0,115.0
3920,005579_B,8.0,10.0,445662.0,39.0
3921,000487_A,3.0,2.0,47399.0,6.0
3922,006471_A,11.0,9.0,750924.0,78.0
3923,006226_E,10.0,44.0,1119494.0,181.0
3924,010980_E,16.0,12.0,288432.0,43.0
3925,000066_H,58.0,76.0,2850314.0,474.0
3926,003689_A,17.0,20.0,664824.0,127.0
3927,010927_A,4.0,4.0,56896.0,12.0
3928,002015_D,16.0,10.0,641106.0,79.0
3929,008038_F,12.0,24.0,727677.0,105.0
3930,009735_E,25.0,13.0,1104203.0,154.0
3931,010277_H,30.0,23.0,1167683.0,205.0
3932,007331_G,9.0,6.0,421813.0,40.0
3933,002128_C,7.0,15.0,514678.0,62.0
3934,007182_C,3.0,3.0,72881.0,8.0
3935,008249_F,34.0,33.0,1353907.0,190.0
